id,mid,weibo_created_at,source,region,is_edited,reposts,comments,attitudes,weibo_text,ats,topics,icons,supers,locations,photos,other_links
4603448479975443,4603448479975443,Thu Feb 11 16:11:47 +0800 2021,微博视频号,,False,1000000,17122,101418,年三十分享今年最后一首歌，送给大家～新年快乐，继续做开心的小孩（一起），也要继续做坚强的自己！#2021牛起来呀# TF家族-张极的微博视频 ,[],['#2021牛起来呀#'],['[拳头]'],[],[],[],[]
4602087193707721,4602087193707721,Sun Feb 07 22:02:31 +0800 2021,微博视频号,,False,1000000,18979,83448,唱首歌儿～#2021焕新出发# TF家族-张极的微博视频 ,[],['#2021焕新出发#'],[],[],[],[],[]
4600863865455453,4600863865455453,Thu Feb 04 13:01:28 +0800 2021,,,False,1000000,17594,68441,😼😺🙀😻#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4600617035901485,4600617035901485,Wed Feb 03 20:40:39 +0800 2021,,,False,1000000,23330,279463,今天过生日了，我也14了。✌🏻我现在最大的心愿就是更渴望长大。越长大我会觉得自己每天都在变得不一样，也因为慢慢长大就会经历很多，然后就不会总是觉得大脑空白，处理事情的能力和对事物的判断力也不会那么混沌了，所以我就再快快快快快快一点长大吧！最后，今天的快乐也多多分给大家！🥳 ...全文,[],[],[],[],[],[],[]
4600298884830804,4600298884830804,Tue Feb 02 23:36:26 +0800 2021,,,False,1000000,16274,138007,呵，第二局才是真实的#2021焕新出发# ,[],['#2021焕新出发#'],['[嘻嘻]'],[],[],[],[]
4599924387491551,4599924387491551,Mon Feb 01 22:48:18 +0800 2021,,,False,1000000,14760,62379,大脑一片空白……的张极#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4598107336351371,4598107336351371,Wed Jan 27 22:28:00 +0800 2021,,,False,1000000,17918,63413,我的寒假开始了✌🏻#2021焕新出发# ,[],['#2021焕新出发#'],"['[浮云]', '[拳头]']",[],[],[],[]
4597748752194116,4597748752194116,Tue Jan 26 22:43:07 +0800 2021,微博视频号,,False,1000000,16692,100157,多喝水好，但是不能这样多喝👇#2021焕新出发# TF家族-张极的微博视频 ,[],['#2021焕新出发#'],[],[],[],[],[]
4596669029025723,4596669029025723,Sat Jan 23 23:12:40 +0800 2021,,,False,1000000,15372,37744,转眼已经是第四期小剧场了。这次小剧场和之前几次小剧场相比，我觉得可以用“与众不同”这个词来形容，词多，肢体表达小，情绪都是藏起来的，要控制，也要合适表达。这次小剧场我饰演的是父亲这一角色，这个角色最大的难度就是去准确的把握——父亲的表达方式(可以让别人不只是从视觉上看出我“是” ...全文,[],[],[],[],[],[],[]
4595208648663650,4595208648663650,Tue Jan 19 22:29:39 +0800 2021,,,False,1000000,16164,66748,啵啵我给你说了多少次，自拍不要拿鼻孔对着镜头🤦🏻#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4594128539099332,4594128539099332,Sat Jan 16 22:57:41 +0800 2021,,,False,1000000,15267,54884,最近回家备考，整个人都很紧张。发一个影子，代表我“沉重”的心情。睡了#2021焕新出发# ,[],['#2021焕新出发#'],['[月亮]'],[],[],[],[]
4591908691643070,4591908691643070,Sun Jan 10 19:56:48 +0800 2021,,,False,1000000,12837,50399,Ready？#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4590868550386290,4590868550386290,Thu Jan 07 23:03:38 +0800 2021,,,False,1000000,10526,42125,无处不在的小蓝凳子#2021焕新出发# ,[],['#2021焕新出发#'],['[疑问]'],[],[],[],[]
4589768648434744,4589768648434744,Mon Jan 04 22:13:02 +0800 2021,,,False,1000000,10531,40672,黑衣人。#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4589068980329803,4589068980329803,Sat Jan 02 23:52:48 +0800 2021,微博视频号,,False,1000000,11740,82723,记录又一次吃辣失败的经历。（被辣得表情管理失控，但是也是我对辣椒的尊敬！！）#2021焕新出发# TF家族-张极的微博视频 ,[],['#2021焕新出发#'],[],[],[],[],[]
4588338193125023,4588338193125023,Thu Dec 31 23:28:55 +0800 2020,,,False,1000000,11239,45561,转眼间2021年就马上要来了，是所有人都期待的2021年。在2020对我来说，经历了很多。这是我在重庆长住的第一年，也是一直在适应的一年，和“不习惯”打架的一年，和“痛”一直比赛的一年。（虽然最后都不知道自己哪些是成功了哪些失败了）我想象中的2021，一定是比2020更好的，我也一定可以好 ...全文,[],[],['[失望]'],[],[],[],[]
4587967387806268,4587967387806268,Wed Dec 30 22:55:28 +0800 2020,,,False,1000000,11217,49927,今日和我志兄，一起演绎了一部👇#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4587607159210853,4587607159210853,Tue Dec 29 23:04:02 +0800 2020,,,False,1000000,11463,57037,认真的我。#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4586860666687475,4586860666687475,Sun Dec 27 21:37:45 +0800 2020,微博视频号,,False,1000000,7407,60518,突然想尝试一下自己来学一首歌，我先试试，把以前老师教的点都实际运用一下！朋友们有什么觉得适合我的歌，或者好听的，也可以给我推荐。#2021焕新出发# TF家族-张极的微博视频 ,[],['#2021焕新出发#'],[],[],[],[],[]
4586523230738531,4586523230738531,Sat Dec 26 23:16:53 +0800 2020,,,False,1000000,8442,35235,1、剪头发前随意造型2、剪头发后变成🍄#2021焕新出发# ,[],['#2021焕新出发#'],[],[],[],[],[]
4584306108530763,4584306108530763,Sun Dec 20 20:26:50 +0800 2020,微博视频号,,False,1000000,41897,50153,听说......#欢享plus时光# TF家族-张极的微博视频 ,[],['#欢享plus时光#'],[],[],[],[],[]
4583243812968040,4583243812968040,Thu Dec 17 22:05:40 +0800 2020,,,False,1000000,10549,35808,右边...左边#欢享plus时光# ,[],['#欢享plus时光#'],[],[],[],[],[]
4582144167382679,4582144167382679,Mon Dec 14 21:16:04 +0800 2020,,,False,1000000,13131,40706,你看那边！#欢享plus时光# ,[],['#欢享plus时光#'],['[思考]'],[],[],[],[]
4581741492702804,4581741492702804,Sun Dec 13 18:35:59 +0800 2020,,,False,1453,2354,17169,不忘国耻，致敬英雄，警钟长鸣！,[],[],[],[],[],[],[]
